pws_id,pws_name,epa_region,pws_type,area_type,county_served
MS0410007,MOOREVILLE-RICHMOND W/A #1,04,Community water system,County,Lee
MS0110004,PATTISON W/A-WEST,04,Community water system,County,Claiborne
MS0470069,SOUTH VICTORIA,04,Community water system,County,Marshall
MS0040004,CITY OF KOSCIUSKO,04,Community water system,County,Attala
MS0630003,DELTA CITY UTILITY DISTRICT,04,Community water system,County,Sharkey
MS0060004,TOWN OF BOYLE,04,Community water system,County,Bolivar
MS0750005,HILLDALE WATER DISTRICT,04,Community water system,County,Warren
MS0680037,"BLUE CANE, COWART & TIPPO W/A.",04,Community water system,County,Tallahatchie
MS0010002,CITY OF NATCHEZ,04,Community water system,County,Adams
MS0730008,NORTH HAVEN WATER ASSOCIATION,04,Community water system,County,Union
MS0810003,CYPRESS CREEK RURAL WTR ASSN,04,Community water system,County,Yalobusha
MS0040011,ZAMA WATER ASSOCIATION,04,Community water system,County,Attala
MS0810035,CYPRESS CREEK RURAL W/A #2,04,Community water system,County,Yalobusha
MS0170019,WALLS WATER ASSOCIATION,04,Community water system,County,DeSoto
MS0610097,HUDSPETH CENTER,04,Community water system,County,Rankin
MS0250024,ST THOMAS WATER ASSOCIATION,04,Community water system,County,Hinds
MS0400011,TOWN OF WALNUT GROVE,04,Community water system,County,Leake
MS0160010,WILLOW GROVE WATER ASSN,04,Community water system,County,Covington
MS0530013,MORGAN CHAPEL WATER ASSN,04,Community water system,County,Oktibbeha
MS0540032,PLUM POINT COMMUNITY WATER ASSN,04,Community water system,County,Panola
MS0540006,ENON-LOCKE-CURTIS WATER ASSN,04,Community water system,County,Panola
MS0690001,ARKABUTLA WATER ASSOCIATION,04,Community water system,County,Tate
MS0760014,CITY OF GREENVILLE (AIRBASE),04,Community water system,County,Washington
MS0760004,CITY OF GREENVILLE,04,Community water system,County,Washington
MS0540008,HEBRON WATER ASSOCIATION,04,Community water system,County,Panola
MS0090023,"CCM, INC",04,Community water system,County,Chickasaw
MS0200005,MULTI-MART WATER ASSOCIATION,04,Community water system,County,George
MS0570004,CITY OF MCCOMB,04,Community water system,County,Pike
MS0360015,UNIVERSITY OF MISSISSIPPI,04,Community water system,County,Lafayette
MS0360001,TOWN OF ABBEVILLE-WATER DEPT,04,Community water system,County,Lafayette
MS0670014,MS STATE PENITENTIARY-MN LN,04,Community water system,County,Sunflower
MS0080006,TOWN OF NORTH CARROLLTON,04,Community water system,County,Carroll
MS0060051,BOYLE-SKENE W/A#3,04,Community water system,County,Bolivar
MS0060050,BOYLE-SKENE W/A #2,04,Community water system,County,Bolivar
MS0060047,BOYLE-SKENE WATER ASSN,04,Community water system,County,Bolivar
MS0060044,BOYLE-SKENE-BENOIT,04,Community water system,County,Bolivar
MS0680007,NORTH TALLAHATCHIE W/A,04,Community water system,County,Tallahatchie
MS0460007,HIGHWAY 98 EAST WATER ASSN.,04,Community water system,County,Marion
MS0180001,BARRONTOWN W/A,04,Community water system,County,Forrest
MS0180007,GLENDALE UTILITY DISTRICT,04,Community water system,County,Forrest
MS0060049,DEESON-ROUNDLAKE WATER CORP,04,Community water system,County,Bolivar
MS0060053,DEESON ROUNDLAKE #2,04,Community water system,County,Bolivar
MS0210012,S E GREENE WATER AUTHORITY,04,Community water system,County,Greene
MS0030005,MARY SPRINGS WATER ASSOCIATION,04,Community water system,County,Amite
MS0790006,SOUTH CENTREVILLE W/A,04,Community water system,County,Wilkinson
MS0540016,"PLEASANT GROVE WATER ASSN, INC",04,Community water system,County,Panola
MS0230050,KILN UTILITY AND FIRE DISTRICT OF HANCOC,04,Community water system,County,Hancock
MS0710003,DENNIS WATER ASSOCIATION,04,Community water system,County,Tishomingo
MS0240001,CITY OF BILOXI,04,Community water system,County,Harrison
MS0240036,CITY OF BILOXI-FRENCH,04,Community water system,County,Harrison
MS0240255,CITY OF BILOXI-MAGNOLIA BEND,04,Community water system,County,Harrison
MS0240084,CITY OF BILOXI-NORTH,04,Community water system,County,Harrison
MS0580008,TOWN OF SHERMAN,04,Community water system,County,Pontotoc
MS0570013,TOWN OF SUMMIT,04,Community water system,County,Pike
MS0610003,CITY OF BRANDON,04,Community water system,County,Rankin
MS0430029,TOPISAW CREEK,04,Community water system,County,Lincoln
MS0690005,CITY OF SENATOBIA,04,Community water system,County,Tate
MS0580001,ALGOMA WATER ASSOCIATION,04,Community water system,County,Pontotoc
MS0570008,NORTH PIKE WATER ASSOCIATION,04,Community water system,County,Pike
MS0350006,PORTERVILLE W/A,04,Community water system,County,Kemper
MS0690047,CRESTFIELD WATER ASSOCIATION,04,Community water system,County,Tate
MS0710004,TISHOMINGO CO WATER DISTRICT,04,Community water system,County,Tishomingo
MS0420001,CITY OF GREENWOOD,04,Community water system,County,Leflore
MS0620010,SEBASTOPOL WATER ASSOCIATION,04,Community water system,County,Scott
MS0120011,EAST QUITMAN W/A,04,Community water system,County,Clarke
MS0130003,SUN CREEK WATER INC-PHEBA,04,Community water system,County,Clay
MS0300026,JACKSON CO UTILITY AUTHORITY-HELENA PARK,04,Community water system,County,Jackson
MS0300166,JACKSON CO UTILITY AUTHORITY-EAST,04,Community water system,County,Jackson
MS0300164,JACKSON CO UTILITY AUTHORITY-WEST,04,Community water system,County,Jackson
MS0180003,CARNES WATER ASSOCIATION,04,Community water system,County,Forrest
MS0350024,PORTERVILLE W/A-KEMPER SPRINGS,04,Community water system,County,Kemper
MS0460012,MT GILEAD-IMPROVE WATER ASSN,04,Community water system,County,Marion
MS0580004,OAK HILL WATER ASSN,04,Community water system,County,Pontotoc
MS0670012,TOWN OF SUNFLOWER,04,Community water system,County,Sunflower
MS0020006,ALCORN W/A #1-INDIAN SPRINGS,04,Community water system,County,Alcorn
MS0020001,ALCORN W/A #2-BIGGERSVILLE,04,Community water system,County,Alcorn
MS0200006,"ROCKY CREEK UTILITIES, INC",04,Community water system,County,George
MS0170043,WALLS WATER ASSN- LAKE FOREST,04,Community water system,County,DeSoto
MS0590010,TOWN OF MARIETTA,04,Community water system,County,Prentiss
MS0730009,WALLERVILLE WATER ASSOCIATION,04,Community water system,County,Union
MS0610049,SE RANKIN WATER ASSN-CATO,04,Community water system,County,Rankin
MS0610025,SE RANKIN WATER ASSN-JOHNS,04,Community water system,County,Rankin
MS0400007,PILGRIM REST WATER ASSOCIATION,04,Community water system,County,Leake
MS0450010,CITY OF MADISON,04,Community water system,County,Madison
MS0520008,TOWN OF SHUQUALAK,04,Community water system,County,Noxubee
MS0530047,CENTER GROVE W/A #2,04,Community water system,County,Oktibbeha
MS0530005,CENTER GROVE W/A #1,04,Community water system,County,Oktibbeha
MS0410011,TOWN OF PLANTERSVILLE,04,Community water system,County,Lee
MS0540015,PANOLA-UNION W/A,04,Community water system,County,Panola
MS0540063,SARDIS LAKE COMMUNITY W/A,04,Community water system,County,Panola
MS0330007,NORTHEAST JEFF DAVIS W/A,04,Community water system,County,Jefferson Davis
MS0530022,TALKING WARRIOR WATER ASSN #1,04,Community water system,County,Oktibbeha
MS0530024,TURKEY CREEK WATER ASSN.,04,Community water system,County,Oktibbeha
MS0560005,RUNNELSTOWN-NORTH,04,Community water system,County,Perry
MS0090001,"ATLANTA WATER SYSTEM, INC.",04,Community water system,County,Chickasaw
MS0190003,TOWN OF MEADVILLE,04,Community water system,County,Franklin
MS0030006,PINE STREET WATER ASSOCIATION,04,Community water system,County,Amite
MS0070015,TOWN OF PITTSBORO,04,Community water system,County,Calhoun
MS0370006,NORTH LAMAR WATER ASSOCIATION,04,Community water system,County,Lamar
MS0310011,ROSE HILL WATER ASSOCIATION,04,Community water system,County,Jasper
MS0490008,SOUTH WINONA WATER ASSOCIATION,04,Community water system,County,Montgomery
MS0410038,"GRAB THE MAP, LLC AT LAKEFRONT PROP",04,Community water system,County,Lee
MS0790002,BUFFALO WATER ASSOCIATION,04,Community water system,County,Wilkinson
MS0400002,EDINBURG DOMESTIC WATER ASSOCIATION,04,Community water system,County,Leake
MS0520006,PINEY WOODS WATER ASSOCIATION,04,Community water system,County,Noxubee
MS0760076,BLACK BAYOU WATER ASSN.,04,Community water system,County,Washington
MS0350019,KIPLING W/A #3-OLD SCOOBA RD,04,Community water system,County,Kemper
MS0350002,KIPLING W/A #1,04,Community water system,County,Kemper
MS0470106,BCM WATER ASSOCIATION,04,Community water system,County,Marshall
MS0140053,COAHOMA UTILITY DIST #2,04,Community water system,County,Coahoma
MS0070024,POPLAR SPRINGS W/A #2,04,Community water system,County,Calhoun
MS0070016,POPLAR SPRINGS W/A #1,04,Community water system,County,Calhoun
MS0540069,POPE-COURTLAND W/A-NORTH,04,Community water system,County,Panola
MS0540017,POPE-COURTLAND WATER ASSN,04,Community water system,County,Panola
MS0590003,BLACKLAND WATER ASSOCIATION,04,Community water system,County,Prentiss
MS0800002,CALVARY WATER ASSOCIATION,04,Community water system,County,Winston
MS0660024,CARNES WATER ASSOCIATION #2,04,Community water system,County,Stone
MS0660025,STONE COUNTY UTILITY AUTHORITY,04,Community water system,County,Stone
MS0440097,SOUTH LOWNDES W/A,04,Community water system,County,Lowndes
MS0400009,THOMASTOWN WATER ASSOCIATION,04,Community water system,County,Leake
MS0460008,HUB WATER ASSOCIATION,04,Community water system,County,Marion
MS0480019,CASON WATER ASSOCIATION,04,Community water system,County,Monroe
MS0730005,TOWN OF MYRTLE,04,Community water system,County,Union
MS0350026,KIPLING W/A #4,04,Community water system,County,Kemper
MS0290003,CITY OF FULTON,04,Community water system,County,Itawamba
MS0480016,QUINCY WATER ASSOCIATION #2,04,Community water system,County,Monroe
MS0480011,QUINCY WATER ASSOCIATION #1,04,Community water system,County,Monroe
MS0150007,TOWN OF HAZLEHURST,04,Community water system,County,Copiah
MS0110002,C S & I WATER ASSN #1,04,Community water system,County,Claiborne
MS0670008,TOWN OF MOORHEAD,04,Community water system,County,Sunflower
MS0220013,POOR HOUSE W/A #2,04,Community water system,County,Grenada
MS0220008,POOR HOUSE W/A #1,04,Community water system,County,Grenada
MS0150005,TOWN OF GEORGETOWN,04,Community water system,County,Copiah
MS0710011,WALKER SWITCH WATER ASSN,04,Community water system,County,Tishomingo
MS0210003,TOWN OF MCLAIN,04,Community water system,County,Greene
MS0180008,CITY OF HATTIESBURG,04,Community water system,County,Forrest
MS0460003,CITY OF COLUMBIA,04,Community water system,County,Marion
MS0060042,SYMONDS WATER ASSOCIATION,04,Community water system,County,Bolivar
MS0140011,RENA LARA WATER ASSOCIATION,04,Community water system,County,Coahoma
MS0340007,J P UTILITY DISTRICT,04,Community water system,County,Jones
MS0340036,J P UTILITY DIST #2,04,Community water system,County,Jones
MS0660004,"NEW ZION UTILITIES, INC",04,Community water system,County,Stone
MS0300152,KREBS TRAILER PLAZA,04,Community water system,County,Jackson
MS0260007,EBENEZER RURAL WATER ASSN,04,Community water system,County,Holmes
MS0270022,HUMPHREYS CO W/A #6-GOODEN LAK,04,Community water system,County,Humphreys
MS0270021,HUMPHREYS CO W/A #5-WOODYARD,04,Community water system,County,Humphreys
MS0270020,HUMPHREYS CO. W/A #2-BROOKLYN,04,Community water system,County,Humphreys
MS0270019,HUMPHREYS CO. W/A #3-JAKETOWN,04,Community water system,County,Humphreys
MS0270018,HUMPHREYS CO. W/A #1-MIDNIGHT,04,Community water system,County,Humphreys
MS0270024,HUMPHREYS CO-TCHULA LAKE #7,04,Community water system,County,Humphreys
MS0480013,WREN W/A,04,Community water system,County,Monroe
MS0360008,HOPEWELL WATER ASSOCIATION,04,Community water system,County,Lafayette
MS0530025,WAKE FOREST WATER ASSN,04,Community water system,County,Oktibbeha
MS0040002,TOWN OF ETHEL,04,Community water system,County,Attala
MS0160002,CITY OF COLLINS,04,Community water system,County,Covington
MS0580006,CITY OF PONTOTOC,04,Community water system,County,Pontotoc
MS0490002,TOWN OF DUCK HILL,04,Community water system,County,Montgomery
MS0590008,INGRAM WATER ASSOCIATION,04,Community water system,County,Prentiss
MS0590001,TOWN OF BALDWYN,04,Community water system,County,Prentiss
MS0790003,TOWN OF CENTREVILLE,04,Community water system,County,Wilkinson
MS0380002,COLLINSVILLE WATER ASSN,04,Community water system,County,Lauderdale
MS0550008,SUNNY OAKS WATER ASSOCIATION,04,Community water system,County,Pearl River
MS0450004,BIG BLACK W/A-CAMDEN,04,Community water system,County,Madison
MS0450003,BIG BLACK WATER ASSOCIATION,04,Community water system,County,Madison
MS0450034,CMU - LAKE CAROLINE,04,Community water system,County,Madison
MS0450006,CITY OF CANTON,04,Community water system,County,Madison
MS0040027,SPRINGDALE YOUTH CNT HWY 19-N,04,Community water system,County,Attala
MS0040028,SPRINGDALE YOUTH CNT HWY 12-W,04,Community water system,County,Attala
MS0540009,HOTOPHIA WATER ASSOCIATION,04,Community water system,County,Panola
MS0340018,SHARON WATER WORKS,04,Community water system,County,Jones
MS0700001,TOWN OF BLUE MOUNTAIN,04,Community water system,County,Tippah
MS0580010,TROY WATER ASSOCIATION,04,Community water system,County,Pontotoc
MS0290005,TOWN OF MANTACHIE,04,Community water system,County,Itawamba
MS0820010,MIDWAY W/A #1,04,Community water system,County,Yazoo
MS0820028,MIDWAY W/A #3,04,Community water system,County,Yazoo
MS0820027,MIDWAY W/A #2,04,Community water system,County,Yazoo
MS0640011,BOGGAN RIDGE W/A-PINE GROVE,04,Community water system,County,Simpson
MS0640001,BOGGAN RIDGE W/A,04,Community water system,County,Simpson
MS0390002,LAWRENCE COUNTY WATER ASSN,04,Community water system,County,Lawrence
MS0660005,CITY OF WIGGINS,04,Community water system,County,Stone
MS0640021,SHIVERS WATER ASSOCIATION,04,Community water system,County,Simpson
MS0200003,BEXLEY WATER ASSOCIATION,04,Community water system,County,George
MS0820003,CASEY JONES WATER ASSN.,04,Community water system,County,Yazoo
MS0110005,TOWN OF PORT GIBSON,04,Community water system,County,Claiborne
MS0110003,HERMANVILLE WATER ASSOCIATION,04,Community water system,County,Claiborne
MS0550057,SPRING HILL WATER ASSN.,04,Community water system,County,Pearl River
MS0370007,NORTH LUMBERTON UTILITY ASSN,04,Community water system,County,Lamar
MS0040008,POSSUMNECK-CARMACK W/A,04,Community water system,County,Attala
MS0140009,LU-RAND UTILITY DISTRICT,04,Community water system,County,Coahoma
MS0190006,SIXTOWN WATER ASSOCIATION,04,Community water system,County,Franklin
MS0350001,TOWN OF DEKALB,04,Community water system,County,Kemper
MS0510012,NORTH DECATUR W/A #1,04,Community water system,County,Newton
MS0410016,CITY OF VERONA,04,Community water system,County,Lee
MS0780008,MT ZION WATER ASSOCIATION,04,Community water system,County,Webster
MS0160003,TOWN OF MOUNT OLIVE,04,Community water system,County,Covington
MS0220002,G T & Y WATER DISTRICT INC,04,Community water system,County,Grenada
MS0540013,MT OLIVET WATER ASSOCIATION,04,Community water system,County,Panola
MS0680008,PAYNES WATER ASSOCIATION,04,Community water system,County,Tallahatchie
MS0450021,BEAR CREEK W/A-WEST,04,Community water system,County,Madison
MS0450002,BEAR CREEK W/A -EAST,04,Community water system,County,Madison
MS0730006,CITY OF NEW ALBANY,04,Community water system,County,Union
MS0630037,TRUELIGHT REDEVELOPMENT GRP #2,04,Community water system,County,Sharkey
MS0380006,"NORTH LAUDERDALE W/A, INC",04,Community water system,County,Lauderdale
MS0370008,PROGRESS COMM WATER ASSN,04,Community water system,County,Lamar
MS0470105,MARSHALL CO WATER ASSN,04,Community water system,County,Marshall
MS0430001,BOGUE CHITTO WATER ASSOCIATION,04,Community water system,County,Lincoln
MS0660020,FLINT CREEK UTILITY ASSN,04,Community water system,County,Stone
MS0210004,NEELY UTILITIES,04,Community water system,County,Greene
MS0430032,LINCOLN RURAL W/A-ZETUS,04,Community water system,County,Lincoln
MS0430031,LINCOLN RURAL W/A-OLD RED STAR,04,Community water system,County,Lincoln
MS0430027,LINCOLN RURAL W/A-BEAUREGARD,04,Community water system,County,Lincoln
MS0310004,BEAVER MEADOW WATERWORKS ASSOCIATION,04,Community water system,County,Jasper
MS0690002,TOWN OF COLDWATER,04,Community water system,County,Tate
MS0440080,EAST LOWNDES W/A #2-HUCKLEBERRY,04,Community water system,County,Lowndes
MS0440081,EAST LOWNDES W/A A EAST-OLD YORKVILLE,04,Community water system,County,Lowndes
MS0440100,EAST LOWNDES #4-HERMAN-VAUGHN,04,Community water system,County,Lowndes
MS0440103,EAST LOWNDES W/A B WEST-OLD YORKVILLE RD,04,Community water system,County,Lowndes
MS0440005,EAST LOWNDES W/A #1-LEE STOKES,04,Community water system,County,Lowndes
MS0730003,INGOMAR WATER ASSOCIATION,04,Community water system,County,Union
MS0820008,HILTON HEIGHTS WATER ASSN #1,04,Community water system,County,Yazoo
MS0420005,CITY OF SCHLATER,04,Community water system,County,Leflore
MS0420022,CITY OF SCHLATER-(P D PLANT),04,Community water system,County,Leflore
MS0420010,EAST LEFLORE WATER & SEWER DST,04,Community water system,County,Leflore
MS0550013,HIDE-A-WAY LAKE WATER SYSTEM,04,Community water system,County,Pearl River
